Upper_Age,Region_Code,Reco_Policy_Premium,Reco_Insurance_Type,Lower_Age,Is_Spouse,ID,Holding_Policy_Type,Holding_Policy_Duration,Health Indicator,City_Code,Accomodation_Type,Response
37,1024,13684,Individual,37,No,2858,1,3,X1,C6,Owned,1
22,469,3882,Individual,22,No,2859,,,X3,C1,Rented,0
32,265,12520,Individual,32,No,2860,2,5,X4,C3,Owned,0
36,3540,8302,Individual,36,No,2861,4,8,,C3,Owned,0
21,427,5496,Individual,21,No,2862,,,X1,C12,Owned,0
20,4975,12256,Individual,20,No,2863,,,,C21,Rented,0
61,1431,27630,Joint,56,Yes,2864,3,1,X1,C3,Owned,0
24,3084,5016,Individual,24,No,2865,1,2,,C1,Rented,0
64,765,22058.4,Joint,63,Yes,2866,3,14+,,C10,Owned,0
20,1747,5184,Individual,20,No,2867,,,X1,C20,Rented,0
39,2109,12720,Individual,39,No,2868,3,1,X2,C15,Owned,0
57,339,14880,Individual,57,No,2869,,,X2,C3,Rented,0
25,1409,6670,Individual,25,No,2870,,,,C8,Rented,0
34,966,9982,Individual,34,No,2871,1,8,X2,C2,Rented,1
27,729,9240,Individual,27,No,2872,,,X4,C1,Rented,1
58,4115,21788.8,Joint,35,No,2873,,,X2,C3,Owned,1
31,1085,9240,Individual,31,No,2874,,,,C1,Owned,0
74,1169,22536,Individual,74,No,2875,3,13,X2,C1,Owned,1
70,834,28204.8,Joint,67,Yes,2876,4,14+,X4,C26,Owned,0
24,1544,7980,Individual,24,No,2877,1,4,X2,C20,Rented,1
59,966,13160,Individual,59,No,2878,1,10,X1,C2,Rented,0
25,501,7188,Individual,25,No,2879,,,X4,C29,Rented,0
38,2232,7452,Individual,38,No,2880,3,6,X4,C3,Owned,1
75,628,21536,Individual,75,No,2881,3,3,,C4,Owned,0
24,100,8848,Individual,24,No,2882,,,X3,C16,Rented,0
43,241,12880,Individual,43,No,2883,3,4,X2,C7,Owned,0
54,1291,16744,Individual,54,No,2884,4,3,,C26,Owned,0
62,196,25248,Joint,59,Yes,2885,,,X6,C7,Owned,1
49,2755,11052,Individual,49,No,2886,,,,C24,Owned,0
26,910,13167,Joint,25,Yes,2887,3,2,X4,C2,Owned,0
31,1548,9952,Individual,31,No,2888,2,2,,C3,Rented,1
75,318,35218.4,Joint,70,Yes,2889,4,5,,C1,Owned,0
49,5483,15990,Individual,49,No,2890,3,3,,C7,Rented,0
75,366,22068,Individual,75,No,2891,3,1,X1,C23,Owned,0
27,1490,6490,Individual,27,No,2892,3,5,X1,C2,Owned,1
31,289,11862,Joint,30,Yes,2893,3,1,,C13,Rented,0
44,3640,12636,Individual,44,No,2894,3,9,X5,C2,Rented,0
42,2050,14498,Individual,42,No,2895,3,1,,C1,Owned,0
35,917,10640,Individual,35,No,2896,2,3,,C18,Rented,0
69,279,30345,Joint,64,Yes,2897,,,X1,C1,Owned,0
22,749,7680,Individual,22,No,2898,,,X1,C13,Owned,1
24,2174,4128,Individual,24,No,2899,,,X2,C1,Rented,0
39,1086,11646,Individual,39,No,2900,2,3,X2,C6,Owned,0
18,1488,7882,Individual,18,No,2901,,,X6,C29,Rented,0
74,1072,16800,Individual,74,No,2902,4,3,X1,C1,Owned,0
75,1992,22236,Individual,75,No,2903,3,6,,C17,Owned,0
75,217,32205.6,Joint,73,Yes,2904,,,,C1,Owned,1
23,2879,8950,Individual,23,No,2905,,,X4,C2,Rented,0
64,2426,16276,Individual,64,No,2906,3,13,X1,C2,Owned,1
58,990,17808,Individual,58,No,2907,3,14+,,C2,Owned,0
34,3471,6380,Individual,34,No,2908,,,X1,C16,Rented,0
34,3948,7966,Individual,34,No,2909,,,X6,C8,Owned,0
26,2415,5064,Individual,26,No,2910,3,3,,C2,Rented,0
32,1858,12360,Individual,32,No,2911,1,11,,C1,Owned,0
51,460,17640,Individual,51,No,2912,2,14+,X4,C1,Owned,0
28,1743,9264,Individual,28,No,2913,1,3,X2,C7,Owned,0
58,2972,15960,Individual,58,No,2914,,,X1,C8,Rented,0
23,1574,3906,Individual,23,No,2915,,,X4,C1,Rented,1
25,3295,9720,Individual,25,No,2916,,,,C17,Rented,0
26,877,7680,Individual,26,No,2917,,,X1,C9,Owned,0
49,199,10494,Individual,49,No,2918,,,X3,C4,Owned,0
38,1482,10962,Individual,38,No,2919,3,6,X2,C2,Owned,1
46,45,15600,Individual,46,No,2920,1,1,X1,C10,Owned,1
71,785,20352,Individual,71,No,2921,4,5,X1,C1,Rented,1
20,1145,3888,Individual,20,No,2922,,,,C3,Rented,1
33,1533,7116,Individual,33,No,2923,,,X1,C27,Rented,1
34,326,12312,Individual,34,No,2924,1,1,X1,C16,Owned,0
25,198,7728,Individual,25,No,2925,,,X1,C4,Owned,0
38,1468,10476,Individual,38,No,2926,,,X1,C35,Owned,1
51,315,14160,Individual,51,No,2927,2,14+,X2,C11,Owned,0
55,2162,18300,Individual,55,No,2928,,,X1,C2,Owned,0
67,4460,13128,Individual,67,No,2929,3,7,,C1,Owned,0
52,1399,10746,Individual,52,No,2930,,,X5,C1,Owned,0
67,1208,15780,Individual,67,No,2931,,,X4,C3,Owned,0
52,1130,18356.8,Joint,24,No,2932,,,X1,C3,Owned,1
46,86,11808,Individual,46,No,2933,3,3,X5,C36,Owned,0
24,1525,4050,Individual,24,No,2934,,,X2,C18,Owned,0
58,692,15120,Individual,58,No,2935,2,6,,C15,Owned,0
54,1026,14424,Individual,54,No,2936,3,1,X4,C16,Owned,0
25,328,12060,Individual,25,No,2937,,,X4,C17,Rented,0
71,2161,19836,Individual,71,No,2938,2,7,,C13,Owned,0
25,2533,5000,Individual,25,No,2939,,,X1,C1,Rented,0
74,317,30600,Joint,71,Yes,2940,4,10,X2,C20,Owned,1
65,965,27820.8,Joint,55,Yes,2941,3,14+,X3,C12,Rented,0
42,3330,17712,Joint,37,Yes,2942,1,1,X2,C15,Owned,0
29,786,4824,Individual,29,No,2943,1,6,X2,C7,Owned,0
43,3034,13040,Individual,43,No,2944,,,X4,C2,Rented,1
48,4288,25881.6,Joint,20,No,2945,,,X5,C21,Owned,0
63,3006,15192,Individual,63,No,2946,3,6,X1,C4,Owned,1
34,2904,9712,Joint,27,Yes,2947,,,X2,C7,Owned,0
26,545,10116,Individual,26,No,2948,1,1,X3,C4,Rented,0
53,706,22824,Joint,51,Yes,2949,1,5,X3,C2,Owned,0
75,4425,20844,Individual,75,No,2950,,,,C18,Owned,0
75,1763,19768,Individual,75,No,2951,3,11,X1,C1,Owned,0
74,2783,27408,Joint,71,Yes,2952,3,14+,X2,C1,Owned,0
61,1497,17850,Individual,61,No,2953,,,X1,C7,Rented,0
46,265,15336,Joint,23,No,2954,3,6,,C3,Owned,0
37,574,8848,Individual,37,No,2955,2,5,X3,C23,Rented,0
33,2091,12460,Individual,33,No,2956,3,12,X2,C6,Owned,0
44,1278,13120,Individual,44,No,2957,,,X1,C1,Rented,0
26,3582,5464,Individual,26,No,2958,,,X4,C2,Rented,0
37,958,15336,Joint,34,Yes,2959,1,2,X2,C20,Owned,0
63,156,14432,Individual,63,No,2960,4,7,X5,C1,Owned,0
32,1132,6850,Individual,32,No,2961,1,2,,C6,Rented,0
75,5215,20842,Individual,75,No,2962,4,3,X4,C2,Owned,0
44,3450,13640,Individual,44,No,2963,,,,C2,Owned,0
67,1837,19740,Individual,67,No,2964,3,2,,C1,Owned,0
30,1929,11060,Individual,30,No,2965,,,X1,C6,Rented,0
58,2968,15312,Individual,58,No,2966,,,,C2,Owned,0
28,1855,7896,Individual,28,No,2967,,,X3,C1,Rented,1
40,881,15264,Individual,40,No,2968,1,1,X4,C6,Owned,0
72,3194,20512,Individual,72,No,2969,4,2,X1,C3,Owned,0
28,1305,6460,Individual,28,No,2970,,,X2,C6,Owned,0
49,1088,18460,Individual,49,No,2971,2,5,X1,C2,Owned,0
22,2931,6840,Individual,22,No,2972,,,X3,C5,Rented,0
59,1577,18060,Individual,59,No,2973,,,X3,C1,Owned,1
57,3672,15288,Individual,57,No,2974,,,X2,C4,Rented,0
34,479,12906,Individual,34,No,2975,3,8,,C2,Rented,1
33,541,11980,Individual,33,No,2976,3,11,X1,C8,Owned,0
22,4156,5680,Individual,22,No,2977,,,X4,C9,Rented,1
23,1182,3396,Individual,23,No,2978,,,X3,C20,Rented,0
71,284,15678,Individual,71,No,2979,1,4,,C1,Owned,0
52,1949,14784,Individual,52,No,2980,1,9,X2,C15,Owned,0
51,590,17232,Individual,51,No,2981,1,2,X2,C1,Owned,0
35,1978,13060,Individual,35,No,2982,1,9,,C3,Rented,0
52,239,11646,Individual,52,No,2983,,,X2,C3,Owned,0
45,857,16562,Individual,45,No,2984,3,2,X1,C3,Owned,1
27,5053,7884,Individual,27,No,2985,,,X1,C4,Rented,0
30,317,7236,Individual,30,No,2986,3,2,X3,C20,Owned,0
54,2113,21221.2,Joint,18,Yes,2987,2,14+,X1,C24,Owned,0
24,4638,8136,Individual,24,No,2988,,,X2,C21,Rented,1
51,366,12320,Individual,51,No,2989,,,X4,C23,Rented,0
26,2016,11088,Individual,26,No,2990,,,X1,C2,Rented,1
44,1491,9414,Individual,44,No,2991,,,X3,C20,Rented,0
56,507,11720,Individual,56,No,2992,3,5,X2,C22,Rented,0
44,651,15696,Individual,44,No,2993,,,X2,C3,Rented,1
55,152,16296,Individual,55,No,2994,3,5,,C12,Rented,0
61,1316,13684,Individual,61,No,2995,,,X4,C28,Rented,0
19,2602,8664,Individual,19,No,2996,,,,C10,Rented,0
73,4701,30288,Joint,71,Yes,2997,,,X2,C3,Owned,0
57,1319,17342,Individual,57,No,2998,3,10,X4,C1,Owned,0
54,1096,23776,Joint,52,Yes,2999,3,1,X5,C3,Owned,0
54,2212,14716.8,Joint,53,Yes,3000,3,14+,X1,C8,Owned,0
67,3245,17986,Individual,67,No,3001,,,X3,C4,Owned,0
75,3270,32452,Joint,70,Yes,3002,,,X1,C1,Owned,1
41,4917,10620,Individual,41,No,3003,3,14+,,C30,Rented,0
56,1669,23982,Joint,46,Yes,3004,1,14+,X1,C1,Owned,1
64,87,29388.8,Joint,63,Yes,3005,4,3,,C3,Owned,0
27,4093,6620,Individual,27,No,3006,4,2,X2,C2,Rented,0
23,971,3522,Individual,23,No,3007,,,X1,C8,Rented,0
22,1180,6684,Individual,22,No,3008,,,X1,C23,Rented,1
54,4511,18630,Joint,48,Yes,3009,3,14+,X1,C4,Owned,0
28,119,10890,Individual,28,No,3010,3,3,X4,C16,Owned,0
29,29,9450,Individual,29,No,3011,,,X3,C10,Rented,1
62,3772,29760,Joint,30,Yes,3012,,,,C2,Owned,0
50,947,14898,Individual,50,No,3013,3,12,X3,C1,Owned,0
63,3151,28116,Joint,20,Yes,3014,3,7,X1,C1,Owned,0
39,1678,13020,Individual,39,No,3015,2,6,,C3,Rented,1
42,961,8960,Individual,42,No,3016,3,14+,X2,C7,Owned,0
60,553,19338,Joint,59,Yes,3017,4,14+,X4,C15,Owned,0
47,4123,26294.4,Joint,44,No,3018,1,2,X2,C5,Rented,0
60,149,25097.6,Joint,56,Yes,3019,,,X2,C2,Owned,0
57,2708,12340,Individual,57,No,3020,,,X2,C2,Rented,0
52,479,15686,Individual,52,No,3021,1,2,,C2,Rented,0
23,3193,6730,Individual,23,No,3022,,,,C1,Rented,0
55,3919,24819.2,Joint,49,Yes,3023,,,X1,C23,Owned,1
69,14,22560,Individual,69,No,3024,3,7,X1,C2,Owned,0
32,1802,9296,Individual,32,No,3025,3,9,X2,C1,Rented,1
75,1233,19074,Individual,75,No,3026,3,11,X1,C2,Rented,0
19,1702,5432,Individual,19,No,3027,,,X2,C7,Rented,0
27,155,5750,Individual,27,No,3028,,,,C6,Rented,0
57,1359,15428,Joint,54,Yes,3029,,,X2,C11,Owned,0
75,480,21386,Individual,75,No,3030,3,14+,X1,C11,Rented,0
47,1199,17942.4,Joint,20,No,3031,3,2,X2,C4,Owned,0
41,59,13222,Individual,41,No,3032,3,14+,X2,C3,Owned,0
52,2081,14756,Joint,43,Yes,3033,2,14+,X1,C26,Rented,0
50,1220,17444,Individual,50,No,3034,1,3,X2,C5,Owned,0
62,4472,14898,Individual,62,No,3035,4,7,X1,C14,Rented,1
33,924,6080,Individual,33,No,3036,1,1,,C8,Rented,0
66,36,15314,Individual,66,No,3037,2,4,X2,C1,Owned,0
71,303,21420,Individual,71,No,3038,,,X3,C1,Owned,0
36,4488,8736,Individual,36,No,3039,1,2,X2,C21,Rented,0
63,3927,24057.6,Joint,59,Yes,3040,3,2,X2,C4,Owned,0
21,1721,5304,Individual,21,No,3041,,,X2,C13,Rented,1
57,3805,13936,Individual,57,No,3042,3,2,X8,C4,Owned,0
31,105,7692,Individual,31,No,3043,1,2,X1,C4,Rented,0
35,1621,10304,Individual,35,No,3044,2,7,X1,C15,Owned,0
75,3137,19530,Individual,75,No,3045,,,,C3,Owned,0
26,1513,5320,Individual,26,No,3046,,,X3,C3,Rented,0
22,278,9828,Individual,22,No,3047,,,X1,C8,Rented,0
59,98,19200,Joint,21,No,3048,3,14+,X3,C11,Rented,0
36,441,11424,Individual,36,No,3049,1,1,X1,C5,Rented,0
58,1534,16920,Individual,58,No,3050,3,5,X1,C4,Owned,0
71,909,19656,Joint,43,No,3051,,,X3,C19,Owned,0
41,193,12500,Individual,41,No,3052,,,X3,C10,Rented,0
20,2824,8628,Individual,20,No,3053,,,X4,C2,Rented,0
31,1240,6040,Individual,31,No,3054,1,1,X2,C5,Rented,0
47,4099,12870,Individual,47,No,3055,3,10,X3,C8,Owned,0
47,3816,13704,Individual,47,No,3056,2,14+,,C21,Owned,0
74,1749,30384,Joint,19,Yes,3057,3,5,X1,C7,Owned,0
55,475,16406,Individual,55,No,3058,3,4,,C33,Owned,0
75,1504,19770,Individual,75,No,3059,3,12,X2,C1,Rented,1
62,943,14352,Individual,62,No,3060,3,5,,C4,Owned,0
43,635,16080,Individual,43,No,3061,1,6,,C8,Owned,0
37,4173,11736,Individual,37,No,3062,,,X2,C21,Rented,0
20,542,7332,Individual,20,No,3063,,,X1,C20,Rented,0
45,1425,13596,Individual,45,No,3064,1,2,X3,C3,Rented,0
40,1693,16416,Joint,38,Yes,3065,1,14+,X3,C1,Owned,0
47,1929,13858,Individual,47,No,3066,,,X1,C6,Owned,0
31,940,17982,Joint,29,No,3067,2,1,X1,C24,Rented,0
54,1960,17360,Individual,54,No,3068,3,7,X2,C4,Owned,1
22,1111,7860,Individual,22,No,3069,,,,C14,Rented,0
44,6,9504,Individual,44,No,3070,,,,C1,Owned,0
39,347,10432,Individual,39,No,3071,,,X1,C5,Rented,0
28,137,8496,Individual,28,No,3072,4,7,X1,C2,Rented,1
28,7,17577,Joint,20,Yes,3073,2,2,X4,C4,Rented,0
59,2724,17290,Individual,59,No,3074,,,X2,C8,Owned,1
25,349,10288,Individual,25,No,3075,,,X3,C8,Rented,0
63,671,17190,Individual,63,No,3076,,,X1,C9,Rented,0
22,120,8712,Individual,22,No,3077,,,X6,C10,Rented,0
29,610,10550.4,Joint,23,Yes,3078,,,,C3,Owned,1
71,230,18620,Individual,71,No,3079,3,3,X6,C3,Rented,0
53,45,13512,Individual,53,No,3080,1,4,,C10,Owned,1
25,343,8272,Individual,25,No,3081,3,3,X1,C4,Owned,0
70,36,25625.6,Joint,66,Yes,3082,3,7,X2,C1,Owned,0
56,603,12340,Individual,56,No,3083,2,14+,X2,C1,Owned,0
18,396,2772,Individual,18,No,3084,,,X1,C13,Rented,0
49,1668,16588,Individual,49,No,3085,4,14+,X4,C10,Owned,0
38,3150,13020,Individual,38,No,3086,2,3,X4,C29,Rented,0
22,185,6170,Individual,22,No,3087,,,,C23,Rented,1
59,1815,12380,Individual,59,No,3088,4,2,X2,C15,Rented,1
22,2411,3894,Individual,22,No,3089,,,X1,C14,Owned,0
48,3136,15938,Individual,48,No,3090,,,X1,C6,Rented,0
52,811,14808,Individual,52,No,3091,1,1,X1,C27,Owned,0
25,963,8148,Individual,25,No,3092,,,X2,C1,Owned,0
42,2079,10908,Individual,42,No,3093,3,8,X1,C3,Owned,0
42,2791,11214,Individual,42,No,3094,3,14,X1,C3,Rented,0
53,575,16632,Joint,44,No,3095,3,4,X3,C22,Rented,0
29,3281,7994,Individual,29,No,3096,1,4,X2,C13,Rented,0
53,795,13442,Individual,53,No,3097,1,4,X4,C6,Rented,0
49,58,15192,Individual,49,No,3098,2,9,X4,C3,Owned,0
20,999,9562,Individual,20,No,3099,,,X2,C2,Owned,0
75,2292,26550,Joint,72,Yes,3100,3,11,,C4,Owned,1
31,2330,9872,Individual,31,No,3101,,,X1,C7,Owned,1
75,1540,25620,Joint,65,Yes,3102,3,8,X2,C15,Owned,0
73,4165,21492,Individual,73,No,3103,3,14+,X2,C3,Owned,0
25,642,7860,Individual,25,No,3104,,,X3,C8,Rented,1
25,918,5264,Individual,25,No,3105,3,3,X3,C5,Rented,0
32,2381,11660,Individual,32,No,3106,,,X3,C4,Rented,1
24,177,5008,Individual,24,No,3107,,,X4,C23,Rented,0
43,4040,13104,Individual,43,No,3108,,,X2,C2,Rented,1
55,2722,18004,Individual,55,No,3109,2,11,X1,C3,Owned,0
42,320,19440,Joint,16,No,3110,,,X1,C4,Rented,0
29,1074,12762,Individual,29,No,3111,,,X2,C10,Rented,1
24,2,6280,Individual,24,No,3112,3,2,,C22,Owned,0
54,2751,17212,Individual,54,No,3113,3,13,,C2,Rented,1
59,3198,16620,Individual,59,No,3114,1,6,X2,C4,Owned,0
28,37,8722,Individual,28,No,3115,4,1,,C4,Rented,0
24,947,3984,Individual,24,No,3116,2,2,X5,C1,Rented,0
71,995,17360,Individual,71,No,3117,,,,C9,Rented,1
51,994,12760,Individual,51,No,3118,,,X2,C13,Rented,0
24,1464,8052,Individual,24,No,3119,,,,C1,Rented,1
39,1459,15411.2,Joint,19,Yes,3120,2,2,X3,C15,Owned,0
58,1639,30060.8,Joint,54,Yes,3121,3,5,X2,C2,Owned,0
29,219,6742.4,Joint,28,Yes,3122,,,X2,C17,Rented,0
28,2419,11700,Individual,28,No,3123,1,5,X1,C4,Rented,0
55,4304,14690,Individual,55,No,3124,3,14+,,C2,Owned,0
42,5011,9226,Individual,42,No,3125,,,X1,C21,Owned,1
43,4931,18732,Joint,18,Yes,3126,2,14+,X5,C1,Owned,0
64,2776,21294,Joint,48,Yes,3127,,,X6,C4,Owned,0
72,2357,29184,Joint,26,Yes,3128,3,1,,C1,Owned,0
56,1550,14640,Individual,56,No,3129,,,X1,C2,Owned,1
48,301,16416,Individual,48,No,3130,,,X4,C2,Owned,0
75,2211,29488,Individual,75,No,3131,3,14+,,C10,Rented,0
34,2510,11900,Individual,34,No,3132,3,14,X2,C20,Owned,0
48,830,13266,Individual,48,No,3133,3,5,X4,C6,Owned,0
48,3816,15264,Individual,48,No,3134,1,1,X7,C21,Rented,0
49,1022,13126.4,Joint,39,Yes,3135,,,X1,C9,Owned,0
63,2001,16380,Individual,63,No,3136,,,X5,C1,Owned,0
75,616,20352,Individual,75,No,3137,,,X1,C1,Owned,0
28,1651,5504,Individual,28,No,3138,,,X2,C1,Owned,0
47,1949,15384,Individual,47,No,3139,3,14+,X1,C15,Owned,0
44,916,12744,Individual,44,No,3140,,,X3,C1,Rented,0
52,339,13992,Individual,52,No,3141,3,13,X1,C3,Owned,1
48,3975,14760,Individual,48,No,3142,3,3,X2,C2,Rented,0
32,3664,9254,Individual,32,No,3143,3,6,X2,C4,Rented,0
33,934,6080,Individual,33,No,3144,1,5,,C8,Owned,0
37,1700,12330,Individual,37,No,3145,,,X2,C2,Rented,0
30,1417,6010,Individual,30,No,3146,,,X2,C4,Owned,0
37,532,13465.2,Joint,32,Yes,3147,3,5,X7,C10,Rented,0
59,1055,11260,Individual,59,No,3148,3,7,X4,C1,Owned,0
52,256,28266,Joint,48,Yes,3149,1,14+,,C2,Owned,1
42,3836,17940,Joint,38,Yes,3150,2,4,X1,C4,Rented,1
25,4452,8256,Individual,25,No,3151,1,5,X1,C1,Rented,1
40,2269,16368,Individual,40,No,3152,3,7,X1,C3,Owned,0
46,2547,16042,Individual,46,No,3153,1,4,,C1,Owned,1
28,2021,4792,Individual,28,No,3154,,,X1,C9,Owned,0
57,1473,16268,Joint,24,Yes,3155,,,X2,C7,Owned,0
68,1125,16660,Individual,68,No,3156,4,6,X2,C3,Owned,0
22,229,6640,Individual,22,No,3157,,,X3,C6,Rented,0
65,1102,14016,Individual,65,No,3158,2,3,X1,C14,Owned,1
35,2194,7344,Individual,35,No,3159,,,X3,C2,Owned,0
37,1674,15554,Individual,37,No,3160,3,2,X4,C2,Rented,0
49,71,12840,Individual,49,No,3161,1,5,,C3,Owned,0
56,18,13740,Individual,56,No,3162,3,9,X1,C2,Owned,0
55,4548,25833.6,Joint,44,Yes,3163,3,1,X4,C3,Owned,0
75,2147,33177.6,Joint,64,Yes,3164,3,14+,X3,C1,Rented,0
61,336,16632,Individual,61,No,3165,3,4,,C3,Rented,0
60,3948,17696,Individual,60,No,3166,2,3,X1,C8,Rented,1
30,916,11052,Individual,30,No,3167,1,9,X2,C1,Rented,0
34,1097,13840,Individual,34,No,3168,,,X4,C27,Rented,0
72,890,17808,Individual,72,No,3169,2,5,,C14,Owned,0
75,2079,17696,Individual,75,No,3170,,,X4,C3,Owned,0
64,1534,27600,Joint,63,Yes,3171,4,4,X2,C4,Owned,0
28,1174,5960,Individual,28,No,3172,4,3,X2,C20,Rented,0
42,1654,13920,Individual,42,No,3173,3,14+,,C9,Owned,0
39,4016,8172,Individual,39,No,3174,,,X1,C7,Owned,0
63,5382,19200,Individual,63,No,3175,3,4,,C24,Owned,0
75,4708,19136,Individual,75,No,3176,,,X4,C1,Owned,0
75,3278,20416,Individual,75,No,3177,4,9,X1,C2,Owned,0
23,77,9808,Individual,23,No,3178,,,X2,C11,Rented,0
39,1190,9856,Individual,39,No,3179,,,X3,C19,Owned,1
24,1405,6420,Individual,24,No,3180,3,1,,C10,Rented,0
53,800,15860,Individual,53,No,3181,3,14+,X1,C3,Rented,0
19,2508,4422,Individual,19,No,3182,,,X1,C4,Rented,0
60,550,18348,Joint,58,Yes,3183,3,12,X2,C22,Owned,0
24,524,5256,Individual,24,No,3184,2,3,X1,C2,Rented,0
26,317,9312,Joint,25,Yes,3185,3,3,X2,C20,Owned,0
50,2293,18648,Individual,50,No,3186,,,X2,C17,Owned,0
25,1732,11264,Individual,25,No,3187,,,X1,C1,Rented,0
45,2952,10320,Individual,45,No,3188,,,,C6,Rented,1
40,1301,9972,Individual,40,No,3189,3,6,X3,C12,Rented,0
69,1436,28163.2,Joint,66,Yes,3190,4,10,X2,C1,Owned,1
55,2025,15048,Individual,55,No,3191,3,2,,C1,Owned,1
26,555,7080,Individual,26,No,3192,,,X2,C1,Rented,1
41,3368,13220,Individual,41,No,3193,,,X5,C2,Owned,1
52,760,23951.2,Joint,40,No,3194,3,9,X2,C1,Rented,0
56,905,21128.8,Joint,27,Yes,3195,3,4,X3,C2,Owned,1
60,1559,14040,Individual,60,No,3196,,,X4,C11,Rented,0
56,4229,22140,Joint,55,Yes,3197,4,12,,C1,Owned,0
23,2246,3888,Individual,23,No,3198,,,X2,C1,Rented,1
70,1720,20820.8,Joint,63,Yes,3199,3,4,X2,C26,Owned,0
32,1466,7008,Individual,32,No,3200,,,X3,C4,Owned,0
65,3829,14808,Individual,65,No,3201,4,14+,X7,C32,Owned,1
63,354,24500,Joint,62,Yes,3202,3,11,X2,C1,Owned,1
40,3138,11344,Individual,40,No,3203,1,3,X2,C10,Rented,0
75,3447,20264,Individual,75,No,3204,,,X4,C1,Owned,1
64,863,22579.2,Joint,63,Yes,3205,,,,C1,Owned,0
26,3811,9522,Individual,26,No,3206,,,X1,C8,Owned,0
46,185,13593.6,Joint,43,Yes,3207,3,11,X2,C23,Owned,0
66,4636,24219,Joint,64,Yes,3208,4,14+,X2,C5,Rented,0
66,4159,17248,Individual,66,No,3209,3,14,,C3,Owned,0
30,2221,13080,Individual,30,No,3210,1,5,X1,C19,Owned,1
66,772,15720,Individual,66,No,3211,3,1,,C26,Rented,0
49,2918,13794,Individual,49,No,3212,,,X1,C9,Owned,0
27,334,7800,Individual,27,No,3213,,,X1,C19,Rented,1
29,156,6310,Individual,29,No,3214,,,X3,C1,Owned,1
46,2840,25428,Joint,37,Yes,3215,,,X1,C1,Owned,0
38,1924,14630,Individual,38,No,3216,3,6,X2,C2,Rented,0
36,1805,7632,Individual,36,No,3217,4,14,X5,C1,Rented,0
75,169,19908,Individual,75,No,3218,2,2,,C1,Rented,0
32,2022,5600,Individual,32,No,3219,,,X1,C4,Rented,0
43,1400,10416,Individual,43,No,3220,,,X1,C13,Rented,0
65,2015,24930,Joint,62,Yes,3221,,,X2,C8,Owned,0
46,4953,18720,Joint,22,No,3222,3,4,,C4,Owned,0
32,3263,8244,Individual,32,No,3223,1,5,X2,C11,Owned,0
23,1175,10112,Individual,23,No,3224,,,X1,C16,Rented,0
63,2107,20040,Individual,63,No,3225,,,,C1,Owned,0
56,463,24691.2,Joint,24,No,3226,,,X2,C2,Rented,0
73,2736,23296,Joint,70,Yes,3227,3,3,X1,C8,Owned,0
66,2352,16328,Individual,66,No,3228,,,X2,C3,Owned,1
48,1663,12120,Individual,48,No,3229,1,9,X3,C1,Owned,0
69,28,20536,Individual,69,No,3230,2,6,X3,C3,Rented,0
59,1321,14880,Individual,59,No,3231,,,,C1,Owned,1
23,928,4182,Individual,23,No,3232,3,3,X2,C9,Rented,0
67,2885,21080,Individual,67,No,3233,3,6,X2,C3,Owned,1
65,704,15168,Individual,65,No,3234,3,6,X4,C1,Owned,1
75,1512,23968,Individual,75,No,3235,1,13,X1,C2,Owned,0
38,56,10010,Individual,38,No,3236,1,1,,C3,Owned,0
68,520,25376,Joint,19,No,3237,1,14+,X3,C1,Owned,0
52,1820,12576,Individual,52,No,3238,3,6,X1,C2,Rented,0
49,165,12348,Individual,49,No,3239,1,14,,C2,Owned,0
70,2897,20774,Individual,70,No,3240,3,3,X4,C1,Owned,0
55,84,33456,Joint,20,Yes,3241,3,5,X5,C12,Owned,0
60,1741,15444,Individual,60,No,3242,2,6,X1,C1,Owned,0
58,216,23310,Joint,56,Yes,3243,,,X2,C1,Owned,0
39,4659,21920,Joint,38,Yes,3244,2,9,X1,C2,Rented,0
36,72,9170,Individual,36,No,3245,3,14+,X1,C3,Owned,0
20,315,4356,Individual,20,No,3246,,,X6,C11,Rented,0
69,3385,29610,Joint,56,Yes,3247,,,X4,C6,Owned,0
40,875,18930,Joint,33,Yes,3248,,,X4,C3,Owned,1
59,1752,26754,Joint,55,Yes,3249,1,2,X4,C18,Owned,0
70,343,19616,Individual,70,No,3250,3,9,X2,C4,Owned,0
28,1130,8414,Individual,28,No,3251,,,,C3,Owned,1
20,1314,10024,Individual,20,No,3252,,,,C1,Owned,0
21,1235,10064,Individual,21,No,3253,,,X2,C16,Rented,1
24,1971,9142,Individual,24,No,3254,,,X1,C19,Owned,0
69,769,15652,Individual,69,No,3255,3,2,X4,C15,Owned,0
67,604,22320,Joint,65,Yes,3256,4,14+,X1,C1,Owned,0
62,365,15144,Individual,62,No,3257,3,4,X6,C2,Rented,0
31,27,9212,Individual,31,No,3258,4,2,X5,C1,Rented,0
56,1623,13354,Individual,56,No,3259,1,8,X3,C1,Owned,0
36,3258,21021,Joint,35,Yes,3260,,,X5,C14,Owned,1
57,611,21548.8,Joint,16,Yes,3261,3,14+,X3,C1,Rented,0
54,665,16042,Individual,54,No,3262,4,5,X2,C2,Owned,0
34,735,13280,Individual,34,No,3263,3,1,,C5,Rented,0
31,3374,20190,Joint,28,Yes,3264,3,1,X1,C2,Owned,0
75,1502,16890,Individual,75,No,3265,3,14+,X1,C18,Rented,0
